UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,(*)Production_Qty,(*)Availability,(*)Quality_Rate,(*)Defect_Rate,(*)Power_Consumption,(*)Performance,(*)OEE,(*)Risk_Level,(*)Maintenance_Priority,(*)Equipment_ID,(*)Line
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,90.3,86.04,100,0,39.3426,100,86.04,Low,Normal,MC-156,Line 201
157,M15016,M,298.4,308.1,1495,46,203,0,0,0,0,0,0,89.55,88.68,98.58,1.42,68.77,83.0555555555556,72.6077846,Medium,Plan,MC-157,Line 102
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,89.1,89.06,99.31,0.689999999999998,64.293,82.1111111111111,72.6235712822222,Medium,Plan,MC-158,Line 201
159,M15018,M,298.4,308.2,1499,40,211,0,0,0,0,0,0,88.35,89.56,100,0,59.96,83.2777777777778,74.5835777777778,Medium,Plan,MC-159,Line 102
160,L47339,L,298.4,308.2,1471,47,214,0,0,0,0,0,0,87.9,88.04,98.26,1.73999999999999,69.137,81.7222222222222,70.6963449911111,Medium,Plan,MC-160,Line 101
161,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,87.6,63.52,94.15,5.85000000000001,77.8174,71.2222222222222,42.5937947555555,High,Immediate,MC-161,Line 101
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,87.3,63.46,96.69,3.31,73.8476,78.4444444444445,48.1330984933333,High,Immediate,MC-162,Line 101
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,120,97.1,100,0,56.303,88.1111111111111,85.5558888888889,Low,Normal,MC-163,Line 101
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,119.7,97.16,99.22,0.780000000000001,64.2984,81.5555555555556,78.6213106311111,Medium,Plan,MC-164,Line 102
165,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,119.25,97.08,99.26,0.739999999999995,62.784,80,77.0892864,Medium,Plan,MC-165,Line 102
166,L47345,L,298.5,308.4,1733,26,8,0,0,0,0,0,0,118.8,94.88,100,0,45.058,96.2777777777778,91.3483555555556,Low,Normal,MC-166,Line 101
167,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,118.5,96.12,100,0,52.5512,89.5555555555556,86.0808,Low,Normal,MC-167,Line 201
168,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,117.75,96.82,99.47,0.530000000000001,62.5482,81,78.00855174,Medium,Plan,MC-168,Line 201
169,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,117,69.4,93.65,6.34999999999999,89.2759,79.6111111111111,51.7417290555556,High,Immediate,MC-169,Line 101
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,116.7,93.3,94.61,5.39,77.8938,73.2222222222222,64.6340829666667,Warning,Normal,MC-170,Line 101
171,M15030,M,298.4,308.2,1610,35,24,0,0,0,0,0,0,116.4,96.04,100,0,56.35,89.4444444444444,85.9024444444444,Low,Normal,MC-171,Line 102
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,115.95,94.76,97.14,2.86,74.2696,81.2222222222222,74.7649450933333,Medium,Plan,MC-172,Line 101
173,M15032,M,298.1,308,1924,20.8,29,0,0,0,0,0,0,115.65,93,100,0,40.0192,100,93,Low,Normal,MC-173,Line 102
174,M15033,M,298.2,308,1591,33.7,32,0,0,0,0,0,0,115.2,95.46,100,0,53.6167,88.3888888888889,84.3760333333333,Medium,Plan,MC-174,Line 102
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,114.75,92.94,94.89,5.11,76.1398,72.5555555555556,63.98730022,Warning,Normal,MC-175,Line 101
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,114.45,95.82,99.33,0.670000000000002,60.117,76.7777777777778,73.07555794,Medium,Plan,MC-176,Line 101
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,114.15,95.38,100,0,56.1446,89.8888888888889,85.7360222222222,Low,Normal,MC-177,Line 101
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,113.85,92.64,100,0,42.5432,100,92.64,Low,Normal,MC-178,Line 101
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,113.55,94.24,97.3,2.7,72.0872,79.7777777777778,73.1526481777778,Medium,Plan,MC-179,Line 101
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,113.25,94.24,97.4,2.59999999999999,64.9392,72.4444444444444,66.4965816888889,Warning,Normal,MC-180,Line 101
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,112.95,94.14,97.37,2.63,73.6025,81.9444444444444,75.11365225,Medium,Plan,MC-181,Line 101
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,112.65,92.88,100,0,44.1408,100,92.88,Low,Normal,MC-182,Line 201
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,111.9,94.22,97.93,2.07000000000001,64.5502,74.5555555555556,68.7921471844444,Warning,Normal,MC-183,Line 102
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,111.45,95.58,100,0,60.4395,82.5,78.8535,Medium,Plan,MC-184,Line 101
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,111.15,93.76,100,0,51.0102,92.6111111111111,86.8321777777778,Low,Normal,MC-185,Line 101
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,110.85,95.2,100,0,55.2372,80.3333333333333,76.4773333333333,Medium,Plan,MC-186,Line 101
187,L47366,L,298.1,308.3,1301,56,63,0,0,0,0,0,0,110.55,92.28,95.54,4.45999999999999,72.856,72.2777777777778,63.7232055066667,Warning,Normal,MC-187,Line 101
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,110.25,94.78,99.39,0.609999999999999,59.4349,76.6111111111111,72.1690778433333,Medium,Plan,MC-188,Line 101
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,109.95,94.04,100,0,53.9616,89.2222222222222,83.9045777777778,Medium,Plan,MC-189,Line 101
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,109.65,94.56,99.3,0.699999999999989,66.7926,85.5,80.2828584,Medium,Plan,MC-190,Line 102
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,109.2,93.14,97.35,2.64999999999999,73.7023,82.0555555555556,74.4012410166667,Medium,Plan,MC-191,Line 101
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,108.9,93.96,100,0,57.6436,92.5555555555556,86.9652,Low,Normal,MC-192,Line 101
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,108.6,92.6,96.78,3.21999999999998,72.4164,77.6666666666667,69.6035308,Warning,Normal,MC-193,Line 201
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,107.85,93.68,100,0,58.0588,93.2222222222222,87.3305777777778,Low,Normal,MC-194,Line 201
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,107.1,67.42,100,0,28.6546,100,67.42,Warning,Immediate,MC-195,Line 102
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,106.65,93.86,99.43,0.570000000000007,62.3337,80.7222222222222,75.3340122744444,Medium,Plan,MC-196,Line 101
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,106.35,92.46,97.43,2.56999999999999,70.884,79.5555555555556,71.6666500533333,Medium,Plan,MC-197,Line 201
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,105.6,93.98,100,0,62.4543,84.8333333333333,79.7263666666667,Medium,Plan,MC-198,Line 102
199,L47378,L,298.4,308.7,1588,35,99,0,0,0,0,0,0,105.15,93.04,100,0,55.58,88.2222222222222,82.0819555555556,Medium,Plan,MC-199,Line 101
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,104.85,92.54,98.15,1.84999999999999,67.4943,79.6111111111111,72.3091879611111,Medium,Plan,MC-200,Line 101
201,L47380,L,298.4,308.6,1609,35,103,0,0,0,0,0,0,104.55,92.88,100,0,56.315,89.3888888888889,83.0244,Medium,Plan,MC-201,Line 101
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,104.25,93.56,99.94,0.0600000000000023,64.89,87.5,81.815881,Medium,Plan,MC-202,Line 101
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,103.95,92.86,100,0,58.4052,90.8888888888889,84.3994222222222,Medium,Plan,MC-203,Line 102
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,103.5,93.18,100,0,56.471,82.7777777777778,77.1323333333333,Medium,Plan,MC-204,Line 101
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,103.2,92.08,100,0,57.1048,96.7222222222222,89.0618222222222,Low,Normal,MC-205,Line 101
206,M15065,M,298.5,308.6,1344,53,114,0,0,0,0,0,0,102.9,90.84,96.38,3.62,71.232,74.6666666666667,65.37185536,Warning,Normal,MC-206,Line 102
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,102.45,92.38,100,0,56.7977,89.3888888888889,82.5774555555555,Medium,Plan,MC-207,Line 101
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,102.15,66.43,94.05,5.95,86.2547,78.9444444444444,49.322448175,High,Immediate,MC-208,Line 102
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,101.7,92.46,100,0,58.3897,88.3888888888889,81.7243666666667,Medium,Plan,MC-209,Line 101
210,L47389,L,298.4,308.6,1477,44,124,0,0,0,0,0,0,101.4,92.24,99.08,0.920000000000002,64.988,82.0555555555556,74.9917144355556,Medium,Plan,MC-210,Line 101
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,101.1,92.18,100,0,54.9803,84.6111111111111,77.9945222222222,Medium,Plan,MC-211,Line 101
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,100.8,91.66,100,0,53.3925,87.5,80.2025,Medium,Plan,MC-212,Line 101
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,100.5,90.22,96.39,3.61,71.0976,74.6666666666667,64.93241664,Warning,Normal,MC-213,Line 201
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,99.75,91.62,98.79,1.20999999999999,62.2314,77,69.69377646,Warning,Normal,MC-214,Line 101
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,99.45,91.94,100,0,58.9519,88.2777777777778,81.1625888888889,Medium,Plan,MC-215,Line 102
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,99,92.34,100,0,62.3844,86,79.4124,Medium,Plan,MC-216,Line 101
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,98.7,91.98,100,0,57.4117,83.2777777777778,76.5989,Medium,Plan,MC-217,Line 101
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,98.4,90.56,100,0,52.5824,92.4444444444444,83.7176888888889,Medium,Plan,MC-218,Line 101
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,98.1,91.78,100,0,55.1307,80.3888888888889,73.7809222222222,Medium,Plan,MC-219,Line 101
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,97.8,90.84,98.44,1.56,66.2508,79.6666666666667,71.24024048,Medium,Plan,MC-220,Line 102
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,97.35,89.42,96.49,3.51000000000001,74.6232,78.6666666666667,67.8746682933333,Warning,Normal,MC-221,Line 101
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,97.05,88.74,100,0,44.3961,100,88.74,Low,Normal,MC-222,Line 201
223,L47402,L,298.4,308.6,1304,45,158,0,0,0,0,0,0,96.3,90.68,98.78,1.22,58.68,72.4444444444444,64.8911722311111,Warning,Normal,MC-223,Line 101
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,96,90.48,100,0,53.9736,87.1666666666667,78.8684,Medium,Plan,MC-224,Line 101
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,95.7,89.38,100,0,46.4112,88,78.6544,Medium,Plan,MC-225,Line 101
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,95.4,88.68,96.16,3.84,73.2756,75.6666666666667,64.52451392,Warning,Normal,MC-226,Line 101
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,95.1,89.52,97.56,2.44,65.3868,73.8333333333333,64.48286736,Warning,Normal,MC-227,Line 101
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,94.8,90.5,100,0,55.5579,85.5,77.3775,Medium,Plan,MC-228,Line 101
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,94.5,90.62,100,0,60.4359,90.5,82.0111,Medium,Plan,MC-229,Line 102
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,94.05,89.52,100,0,49.5236,85.4444444444444,76.4898666666667,Medium,Plan,MC-230,Line 101
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,93.75,89.96,100,0,54.636,87.2222222222222,78.4651111111111,Medium,Plan,MC-231,Line 101
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,93.45,90.3,99.39,0.609999999999999,60.6848,78.2222222222222,70.2037952,Medium,Plan,MC-232,Line 101
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,93.15,89.32,98.04,1.95999999999999,67.7824,79.1111111111111,69.2770683733333,Warning,Normal,MC-233,Line 101
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,92.85,89.74,100,0,52.7688,84,75.3816,Medium,Plan,MC-234,Line 101
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,92.55,90.1,99.45,0.549999999999997,63.4062,82.1111111111111,73.5752095,Medium,Plan,MC-235,Line 101
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,92.25,89.34,100,0,56.616,93.3333333333333,83.384,Medium,Plan,MC-236,Line 102
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,91.8,90.22,100,0,57.8565,83.0555555555556,74.9327222222222,Medium,Plan,MC-237,Line 101
238,M15097,M,298,308.1,1552,36.6,190,0,0,0,0,0,0,91.5,89.72,100,0,56.8032,86.2222222222222,77.3585777777778,Medium,Plan,MC-238,Line 102
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,91.05,88.22,97.29,2.71000000000001,70.0679,77.3888888888889,66.42229363,Warning,Normal,MC-239,Line 101
240,L47419,L,298,308.2,1611,30.6,195,0,0,0,0,0,0,90.75,88.32,100,0,49.2966,89.5,79.0464,Medium,Plan,MC-240,Line 101
241,M15100,M,298,308.1,1339,51.6,197,0,0,0,0,0,0,90.45,87.8,96.9,3.10000000000001,69.0924,74.3888888888889,63.2887276666667,Warning,Normal,MC-241,Line 102
242,L47421,L,298,308.1,1777,24.3,200,0,0,0,0,0,0,90,86.86,100,0,43.1811,98.7222222222222,85.7501222222222,Low,Normal,MC-242,Line 101
243,L47422,L,298,308.2,1348,58.8,202,1,0,0,0,1,0,89.7,63.94,94.72,5.28,79.2624,74.8888888888889,45.3556827022222,High,Immediate,MC-243,Line 101
244,L47423,L,298,308.2,1442,44.1,204,0,0,0,0,0,0,89.4,89.02,99.13,0.870000000000005,63.5922,80.1111111111111,70.6944713844445,Medium,Plan,MC-244,Line 101
245,M15104,M,298,308.2,1395,49.1,206,0,0,0,0,0,0,89.1,87.94,97.63,2.37,68.4945,77.5,66.53826205,Warning,Normal,MC-245,Line 102
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,88.65,87.92,100,0,51.0878,90.3888888888889,79.4699111111111,Medium,Plan,MC-246,Line 102
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,88.2,88.22,100,0,53.0975,88.0555555555556,77.6826111111111,Medium,Plan,MC-247,Line 101
248,L47427,L,298,308.2,1469,45.5,214,0,0,0,0,0,0,87.9,88.34,98.71,1.29000000000001,66.8395,81.6111111111111,71.1652267588889,Medium,Plan,MC-248,Line 101
249,L47428,L,298,308.3,1362,56.8,216,1,0,0,0,1,0,87.6,63.52,95.3,4.69999999999999,77.3616,75.6666666666667,45.8044837333333,High,Immediate,MC-249,Line 101
250,L47429,L,298,308.3,1405,56.2,218,1,0,0,0,1,0,87.3,63.46,95.48,4.52,78.961,78.0555555555556,47.2951162444445,High,Immediate,MC-250,Line 101
251,L47430,L,298,308.3,1662,32.7,0,0,0,0,0,0,0,120,96.54,100,0,54.3474,92.3333333333333,89.1386,Low,Normal,MC-251,Line 101
252,M15111,M,298,308.2,1466,42.6,2,0,0,0,0,0,0,119.7,97.4,99.58,0.420000000000002,62.4516,81.4444444444444,78.9937159555556,Medium,Plan,MC-252,Line 102
253,L47432,L,298,308.2,1620,35.8,5,0,0,0,0,0,0,119.25,96.96,100,0,57.996,90,87.264,Low,Normal,MC-253,Line 101
254,L47433,L,298,308.2,1357,48.2,7,0,0,0,0,0,0,118.95,96.08,97.9,2.10000000000001,65.4074,75.3888888888889,70.9125379111111,Medium,Plan,MC-254,Line 101
255,L47434,L,298,308.2,1514,37.9,9,0,0,0,0,0,0,118.65,97.22,100,0,57.3806,84.1111111111111,81.7728222222222,Medium,Plan,MC-255,Line 101
256,L47435,L,298,308.2,1489,40.4,11,0,0,0,0,0,0,118.35,97.48,100,0,60.1556,82.7222222222222,80.6376222222222,Medium,Plan,MC-256,Line 101
257,L47436,L,298.1,308.3,1331,63,13,0,0,0,0,0,0,118.05,92.88,93.44,6.56,83.853,73.9444444444444,64.17421824,Warning,Normal,MC-257,Line 101
258,L47437,L,298,308,1615,29.5,15,0,0,0,0,0,0,117.75,95.3,100,0,47.6425,89.7222222222222,85.5052777777778,Low,Normal,MC-258,Line 101
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,117.45,96.9,100,0,56.1678,82.3333333333333,79.781,Medium,Plan,MC-259,Line 101
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,117.15,69.43,93.19,6.81,90.738,78.8888888888889,51.0425445222222,High,Immediate,MC-260,Line 102
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,116.7,95.3,97.61,2.39,74.7302,84.5555555555556,78.6555479222222,Medium,Plan,MC-261,Line 102
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,116.25,95.42,100,0,53.0934,91.8888888888889,87.6803777777778,Low,Normal,MC-262,Line 101
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,115.95,94.28,100,0,46.5248,96.4444444444444,90.9278222222222,Low,Normal,MC-263,Line 102
264,M15123,M,298,308.1,1587,32.3,30,0,0,0,0,0,0,115.5,95.26,100,0,51.2601,88.1666666666667,83.9875666666667,Medium,Plan,MC-264,Line 102
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,115.05,95.18,98.11,1.89,66.025,77.2222222222222,72.1109590111111,Medium,Plan,MC-265,Line 101
266,L47445,L,298,308.1,1454,37.1,35,0,0,0,0,0,0,114.75,96.02,100,0,53.9434,80.7777777777778,77.5628222222222,Medium,Plan,MC-266,Line 101
267,H29680,H,298,308.1,1440,43.7,37,0,0,0,0,0,0,114.45,95.78,99.27,0.730000000000004,62.928,80,76.0646448,Medium,Plan,MC-267,Line 201
268,L47447,L,297.9,308,1954,21.1,42,0,0,0,0,0,0,113.7,92.54,100,0,41.2294,100,92.54,Low,Normal,MC-268,Line 101
269,H29682,H,297.9,308,1800,24.8,44,0,0,0,0,0,0,113.4,93.2,100,0,44.64,100,93.2,Low,Normal,MC-269,Line 201
270,L47449,L,298,308,1524,37,49,0,0,0,0,0,0,112.65,95.44,100,0,56.388,84.6666666666667,80.8058666666667,Medium,Plan,MC-270,Line 101
271,H29684,H,298,308,1520,39.6,51,0,0,0,0,0,0,112.35,95.88,100,0,60.192,84.4444444444444,80.9653333333333,Medium,Plan,MC-271,Line 201
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,111.6,95.6,100,0,59.2416,80.6666666666667,77.1173333333333,Medium,Plan,MC-272,Line 102
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,111.15,95.56,100,0,59.9536,82.4444444444444,78.7839111111111,Medium,Plan,MC-273,Line 101
274,L47453,L,298.1,308,1426,46,61,0,0,0,0,0,0,110.85,94.36,98.6,1.39999999999999,65.596,79.2222222222222,73.7075316444445,Medium,Plan,MC-274,Line 101
275,L47454,L,298.1,308,1652,28.5,63,0,0,0,0,0,0,110.55,93.18,100,0,47.082,91.7777777777778,85.5185333333334,Low,Normal,MC-275,Line 101
276,L47455,L,298,308,1401,54.7,65,0,0,0,0,0,0,110.25,92.46,95.99,4.00999999999999,76.6347,77.8333333333333,69.07891553,Warning,Normal,MC-276,Line 101
277,M15136,M,298,307.9,1750,26.6,67,0,0,0,0,0,0,109.95,92.64,100,0,46.55,97.2222222222222,90.0666666666666,Low,Normal,MC-277,Line 102
278,H29691,H,298,308,1479,50.7,70,0,0,0,0,0,0,109.5,93.06,97.19,2.81,74.9853,82.1666666666667,74.31565317,Medium,Plan,MC-278,Line 201
279,M15138,M,298,308,1620,29.4,75,0,0,0,0,0,0,108.75,92.88,100,0,47.628,90,83.592,Medium,Plan,MC-279,Line 102
280,L47459,L,298,308.1,1819,23.4,78,0,0,0,0,0,0,108.3,91.56,100,0,42.5646,100,91.56,Low,Normal,MC-280,Line 101
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,108,94.06,99.27,0.730000000000004,63.6272,80.8888888888889,75.52867504,Medium,Plan,MC-281,Line 102
282,L47461,L,298.1,308,1626,36.5,83,0,0,0,0,0,0,107.55,93.98,100,0,59.349,90.3333333333333,84.8952666666667,Medium,Plan,MC-282,Line 101
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,107.25,92.64,97.44,2.56,69.222,77.2222222222222,69.7072768,Warning,Normal,MC-283,Line 102
284,L47463,L,298.2,308.2,1469,43,88,0,0,0,0,0,0,106.8,93.88,99.46,0.540000000000006,63.167,81.6111111111111,76.2027819511111,Medium,Plan,MC-284,Line 101
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,106.5,90.24,100,0,39.3792,100,90.24,Low,Normal,MC-285,Line 101
286,L47465,L,298.2,308.3,1568,36,92,0,0,0,0,0,0,106.2,93.52,100,0,56.448,87.1111111111111,81.4663111111111,Medium,Plan,MC-286,Line 101
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,105.9,92.88,100,0,52.7548,88.2777777777778,81.9924,Medium,Plan,MC-287,Line 101
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,105.6,92.48,100,0,57.038,100,92.48,Low,Normal,MC-288,Line 101
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,105.3,93.64,99.66,0.339999999999989,58.447,76.9444444444444,71.8058051333334,Medium,Plan,MC-289,Line 201
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,104.55,92.54,98.31,1.69,67.0612,79.7777777777778,72.5786901466667,Medium,Plan,MC-290,Line 101
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,104.25,92.68,98.64,1.36,65.5728,79.8888888888889,73.03406432,Medium,Plan,MC-291,Line 101
292,L47471,L,298,308.3,1473,42.6,107,0,0,0,0,0,0,103.95,93.2,99.56,0.439999999999998,62.7498,81.8333333333333,75.9330845333334,Medium,Plan,MC-292,Line 101
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,103.65,93.6,100,0,53.667,74.1666666666667,69.42,Warning,Normal,MC-293,Line 101
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,103.35,92.6,98.86,1.14,62.3616,77.3333333333333,70.7943050666667,Medium,Plan,MC-294,Line 201
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,102.6,91.14,96.97,3.03,70.1092,76.2222222222222,67.3640246533333,Warning,Normal,MC-295,Line 102
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,102.15,91.38,100,0,52.6812,95.3333333333333,87.1156,Low,Normal,MC-296,Line 102
297,L47476,L,298,308.5,1395,46.2,122,0,0,0,0,0,0,101.7,91.88,98.44,1.56,64.449,77.5,70.0961708,Medium,Plan,MC-297,Line 101
298,L47477,L,298,308.5,1713,25.3,124,0,0,0,0,0,0,101.4,90.1,100,0,43.3389,95.1666666666667,85.7451666666667,Low,Normal,MC-298,Line 101
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,101.1,88.7,100,0,39.8123,100,88.7,Low,Normal,MC-299,Line 201
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,100.35,91.88,100,0,55.7852,87.0555555555556,79.9866444444444,Medium,Plan,MC-300,Line 102
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,99.9,92.3,100,0,62.1226,90.1111111111111,83.1725555555556,Medium,Plan,MC-301,Line 101
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,99.6,89.98,100,0,47.154,96.6666666666667,86.9806666666667,Low,Normal,MC-302,Line 101
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,99.3,91.5,100,0,53.0712,84,76.86,Medium,Plan,MC-303,Line 201
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,98.55,91.58,99.27,0.72999999999999,64.3365,82.1666666666667,74.69892123,Medium,Plan,MC-304,Line 102
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,98.1,89.66,100,0,47.7675,96.5,86.5219,Low,Normal,MC-305,Line 101
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,97.8,87.92,100,0,40.8768,100,87.92,Low,Normal,MC-306,Line 101
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,97.5,90.58,98.19,1.80999999999999,64.7154,76.3333333333333,67.89124986,Warning,Normal,MC-307,Line 101
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,97.2,91.24,100,0,57.7914,87.7222222222222,80.0377555555556,Medium,Plan,MC-308,Line 102
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,96.75,90.36,98.14,1.86,61.596,72.5,64.2924954,Warning,Normal,MC-309,Line 101
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,96.45,91.56,100,0,59.1192,80.5,73.7058,Medium,Plan,MC-310,Line 102
311,H29724,H,298,308.6,1526,41.8,160,0,0,0,0,0,0,96,91.24,99.74,0.259999999999991,63.7868,84.7777777777778,77.1501312088889,Medium,Plan,MC-311,Line 201
312,M15171,M,298,308.6,1453,44.1,165,0,0,0,0,0,0,95.25,90.58,99.05,0.950000000000003,64.0773,80.7222222222222,72.4235660944445,Medium,Plan,MC-312,Line 102
313,L47492,L,297.9,308.6,1468,36,168,0,0,0,0,0,0,94.8,90.48,100,0,52.848,81.5555555555556,73.7914666666667,Medium,Plan,MC-313,Line 101
